tweet,sentiment
"['cinta', 'kadang', 'muka', 'pecah', 'influencer']",1
"['anjay', 'endorse', 'ginting', 'gantian', 'tangan', 'endorse', 'story']",1
"['endorse', 'jerawat', 'gaada']",0
"['banget', 'endorse', 'kantor']",1
"['beli', 'sepatu', 'berlatih', 'lokal', 'model', 'kualitas', 'udah', 'oke', 'harga', 'kaki', 'ulasan', 'channel', 'youtube', 'langsung', 'menaksir', 'selamat tinggal', 'adidas', 'nike', 'ocehan', 'ocehan', 'ocehan', 'localpride']",1
"['dipost', 'endorse', 'awkarin']",1
"['jerinxsid', 'jerinxsid', 'divaksin', 'berani', 'sumpah', 'endorse']",1
['endorse'],1
"['merasakan', 'akun', 'instagram', 'isi', 'berbayar', 'mempromosikan']",1
"['nongol', 'lu', 'wibu', 'endorse', 'bos']",1
"['mencoba', 'nugget', 'kanzler', 'ulasan', 'jujur', 'enak', 'gelembung', 'remah-remah', 'lucu', 'kos', 'heran', 'bentuk', 'remah-remah', 'bulat', 'bulat', 'gitu', 'gelembung', 'remah-remah', 'krispi']",1
"['dimana', 'poin', 'poin', 'udah', 'kirim', 'santai', 'menunggu', 'data', 'poin', 'ulasan', 'drama korea']",1
"['orang', 'sadar', 'kesal', 'bilang', 'artis', 'endorse', 'covid', 'elu', 'doang', 'paham', 'fans', 'takutnya']",1
"['akibat', 'minggu', 'kemarin', 'piknik', 'membawa', 'ketagihan', 'parah', 'maaf', 'indomerat', 'sensor', 'endorse']",0
"['aktivitas', 'ceramah', 'kajian', 'dijadikan', 'ruang', 'edukasi', 'nasihat']",0
"['ngakak', 'banget', 'lihat', 'story', 'endorse', 'fadiljaidi', 'seru', 'banget', 'mengerti', 'terbayang', 'rumah', 'cosplay', 'tanah', 'abang']",1
"['baca', 'nama', 'produk', 'campuran', 'minyak', 'kayaknya', 'bagus', 'nih', 'baca', 'ulasan', 'bau', 'kemenyan', 'bau', 'minyak', 'urut', 'berpikir', 'okay', 'penilaianku', 'diandalkan']",1
"['curiga', 'jaehyun', 'tai', 'merangkap', 'terima', 'endorse']",1
"['endorse', 'jujur', 'diriku', 'hitam', 'manis', 'pelit', 'uang', 'suka', 'tertawa', 'rough', 'lembut', 'suka', 'rough', 'suka', 'memandang', 'rendah', 'manusia', 'skuy', 'heran', 'meet', 'ketawa']",1
"['jam', 'kakak', 'usaha', 'kakak', 'kayak', 'warteg', 'bahari', 'maaf', 'merek', 'biar', 'endorse']",1
"['selebgram', 'banget', 'endorse', 'lafiye']",1
"['cari', 'perjanjian', 'endorse', 'aplikasi', 'transfer', 'uang', 'story', 'kawan', 'menyarankan', 'aplikasi', 'transfer', 'uang']",0
"['kayaknya', 'cocok', 'endorse', 'abib', 'abib', 'ayo', 'endorse']",1
"['seburu', 'seserem', 'ulasan', 'orang', 'menggeram', 'harapannya', 'ketinggian', 'memuaskan', 'kematian', 'dukunnya', 'detail', 'disesi', 'detil', 'timnya', 'kameramen', 'hadeh', 'msih', 'tegang', 'kesal']",1
"['berpakaian', 'produk', 'clio', 'endorse', 'beneran', 'sebagus', 'bulu', 'mataku', 'melengkung', 'cantik', 'berpakaian', 'membunuh', 'lash', 'proof', 'mascara', 'warna', 'cantik', 'banget', 'berpakaian', 'membunuh', 'warna', 'abang', 'lacquer', 'beli', 'sih']",1
"['lihat', 'memikirkan', 'youtube', 'kemarin', 'main', 'stok', 'hoki', 'juta', 'omong', 'tukang', 'jualan', 'soto', 'rekannya', 'rugi', 'juta', 'judi', 'olshop', 'konten', 'mbok', 'busuk', 'busuk', 'orang', 'paham', 'konten', 'endorse', 'bandar']",0
"['masuk', 'hima', 'biar', 'keren', 'bersahaja', 'realita', 'budak', 'berbayar', 'mempromosikan']",1
"['stress', 'kayaknya', 'mimpi', 'ketemu', 'twice', 'penjual', 'endorse', 'merek', 'beli', 'berpakaian', 'berbicara', 'bakor', 'sepatah', 'patah', 'salah']",0
"['anak', 'mengajak', 'peniaga', 'peniaga', 'twitter', 'langganan', 'ramai', 'influencer', 'bantu', 'koran', 'mendorong', 'perjanjian', 'tweet', 'koran', 'koran', 'kena', 'pastikan', 'konten', 'koran', 'padu', 'kena', 'pembunuh', 'poin', 'tweet', 'koran']",1
"['buka', 'endorse', 'barang', 'kakak']",1
"['merasakan', 'posisi', 'pas', 'bts', 'cemilan', 'kemarin', 'sakit', 'banget', 'daerah', 'mc donalds', 'biar', 'menumpuk', 'berharap', 'acara', 'hilang', 'duluan', 'beli']",1
"['suruh', 'khairul', 'aming', 'ulasan', 'produk', 'makanan', 'langsung', 'laris', 'produk']",1
"['salah', 'menunggu', 'fadiljaidi', 'fadiljaidi', 'endorse', 'seru', 'melewati', 'bau', 'endorse', 'beda', 'endorse', 'bareng', 'pakmuh', 'ibunda', 'islam', 'dila', 'suka', 'story', 'kayak', 'benang', 'jait', 'bosan', 'lihatnya']",1
"['bengong', 'ambil', 'anak', 'buka', 'mempromosikan', 'buka', 'endorse', 'buka', 'ndasmu', 'followers', 'terkadang', 'nangis', 'sewu', 'heran', 'atusan', 'jijik', 'aneh', 'informasi', 'bisnis', 'igstory', 'ndelok', 'menyukai', 'potong', 'tidak percaya', 'tai', 'tai']",1
"['suka', 'ulasan', 'skincare', 'pekerjaan', 'kampanye', 'endorsement', 'maaf', 'hadeh', 'kawan', 'risi', 'kayak']",1
"['terkejut', 'geng', 'influencer', 'retis', 'malaysia', 'alasan', 'khusyuk', 'perhatian', 'binatang', 'nih', 'hiraukan', 'jer', 'heran', 'sibuk', 'tepi', 'kain', 'orang', 'kain', 'basah', 'kne', 'hujan']",1
"['mati', 'hidup', 'dimatikan', 'kawan', 'beracun', 'menyebut', 'nama', 'dihidupkan', 'influencer', 'mekanik', 'elektrik']",1
"['telepon', 'abang', 'berbicara', 'gaya', 'gaya', 'bahasa', 'mandarin', 'menangis', 'banget', 'lihat', 'perilaku', 'fadiljaidi', 'endorse', 'ketawa']",1
"['tipe', 'pikir', 'setahun', 'unggah', 'foto', 'feeds', 'kecuali', 'pekerjaan', 'endorse', 'feeds', 'masyaallah', 'isin', 'cah', 'menolak', 'orang', 'tertawa']",1
"['udah', 'selesai', 'uts', 'tugas', 'menumpuk', 'banget', 'presentasi', 'dilewatkan', 'jurnal', 'ulasan', 'tugas', 'kesentuh']",0
"['meninggalkan', 'agung', 'influencer', 'koran', 'acah', 'manis', 'boyfriend', 'suami', 'istri', 'tidak apa apa', 'heran']",1
"['suka', 'lalalalisa', 'iklan', 'oufits', 'endorse', 'mooshot', 'berbanding', 'mac']",1
"['akun', 'berbayar', 'mempromosikan', 'ulang tahun', 'pas', 'ulang tahun', 'beneran', 'orang', 'perkiraan', 'berbayar', 'mempromosikan', 'foto', 'biar', 'disangka', 'berbayar', 'mempromosikan']",1
"['alasan', 'betah', 'follow', 'fadiljaidi', 'melewati', 'tonton', 'video', 'endorse', 'endorse', 'totalitas', 'banget', 'bawa', 'keluarga', 'mempromosikan', 'bercanda', 'bercanda', 'senang', 'banget', 'nonton', 'edit', 'melewati']",1
"['aleesha', 'bahagia', 'virus', 'kuliah', 'radius', 'ukm', 'humas', 'unsat', 'ketawa', 'ambisnya', 'penyiar', 'segmen', 'sore', 'cita', 'cita', 'sih', 'influencer', 'biar', 'wudhu', 'berpakaian', 'gabut', 'suka', 'beli', 'edgar', 'kawan', 'kawan', 'makan']",1
"['alhamdulillah', 'hirobbil', 'alamin', 'udah', 'udah', 'centang', 'birunya', 'proses', 'hadiah', 'masak', 'minggu', 'keterangan', 'udah', 'endorse', 'artis', 'indonesia', 'heran', 'tertawa']",1
"['alhamdulillah', 'skincare', 'endorse', 'uang', 'ketawa']",1
"['alhamdulillah', 'penuh', 'pekerjaan', 'menolak', 'endorse']",1
"['alhamdulillah', 'ketiak', 'mulus', 'akibat', 'endorse', 'pemutih', 'ketiak']",1
"['alhamdulillah', 'skawngur', 'unggah', 'endorse']",1
"['alhamdulillah', 'endorse', 'menyangka']",1
"['alkana', 'endorse', 'shopee']",1
"['banget', 'endorse', 'ngakak', 'pagi']",1
"['allhamduillah', 'semangat', 'kasih', 'rezeki', 'menyenangkan', 'halang', 'rintang', 'ulasan', 'nov', 'kayaknya', 'grafiknya', 'udah', 'turun', 'kayak', 'binomskuy']",1
"['almarhumah', 'endorse', 'mencekik', 'harga', 'bantu', 'umkm']",1
"['alvabeth', 'kisah', 'alvabeth', 'alvabeth', 'latar', 'pastinya', 'seru', 'diikuti']",1
"['amboko', 'endorse', 'igstory', 'syarafina', 'alasan', 'membuka', 'instagram']",1
"['endorse', 'berhenti', 'hadeh', 'parsah']",0
"['ampun', 'daritadi', 'menyebut', 'wardah', 'wardah', 'endorse']",1
"['ampun', 'endorse', 'awkarin', 'mahal', 'banget']",1
"['ampun', 'adek', 'sih']",1
"['influencer', 'kaget']",1
"['influencer', 'aneh']",1
"['anak', 'sekalinya', 'endorse']",0
"['anak', 'ilichil', 'endorse', 'sandal', 'sandalnya', 'mark', 'johnny', 'doyoung']",0
"['anak', 'tai', 'ketawa', 'ketawa', 'endorse']",1
"['endorse', 'seniman']",1
"['andai', 'kayak', 'uang', 'berjuta', 'juta', 'endorse', 'fadiljaidi', 'fadiljaidi', 'namanya', 'orang', 'kayak']",1
"['andin', 'nih', 'libra', 'iya', 'sih', 'menganggap', 'orang', 'suka', 'enggak sadar', 'berbohong', 'libra', 'heran', 'habis', 'kesal', 'lebih baik', 'tonton', 'fadiljaidi', 'endorse', 'gaya', 'kakak', 'tanah', 'abang', 'menghibur', 'banget', 'kangen', 'belanja', 'disana', 'surga', 'duniawi', 'banget', 'khilaf']",1
"['aneh', 'sih', 'berbayar', 'mempromosikan', 'ditolak', 'nama', 'butuh', 'mempromosikan', 'ditolak']",0
"['vanessaangel', 'informasi', 'tolong']",1
"['anggota', 'koor', 'kadiv', 'kabid', 'inti', 'wakil', 'ketua', 'ketua', 'pengemudian', 'komite', 'dagang', 'risoles', 'berbayar', 'mempromosikan']",1
"['anjay', 'idola', 'gua', 'debut', 'gua', 'menggelikan', 'kemarin', 'kemarin', 'mood', 'gua', 'lebih baik', 'gegara', 'lihat', 'story', 'endorse']",0
"['anjing', 'citra', 'rambutnya', 'pirang', 'udah', 'masuk', 'endorse', 'kayaknya']",0
"['anjir', 'maksud', 'terkenal', 'endorse']",1
"['anjir', 'fadiljaidi', 'endorse', 'ngakak', 'banget']",1
"['anjir', 'tugas', 'ospek', 'endorse', 'susu']",0
"['anjir', 'memberi ide', 'memasukkan', 'kontak', 'whatsapp', 'berbayar', 'mempromosikan']",1
"['ansaka', 'banjir', 'endorse']",1
"['antingnya', 'bagus', 'endorse', 'kakak']",1
"['doi', 'maksudnya', 'susu', 'mulu', 'endorse', 'susu', 'kah', 'susu', 'kaitannya', 'setan']",0
"['anya', 'geraldine', 'selebgram', 'endorse']",1
"['kawan', 'merekomendasi', 'tikus', 'enak', 'awet', 'kebanting', 'lumayan', 'terjangkau', 'tipe', 'palem', 'grip', 'tikus', 'enak', 'banget', 'hastag', 'endorse']",1
"['bagus', 'nih', 'udah', 'solo', 'endorsement']",1
"['sadar', 'konten', 'konten', 'nomin', 'konten', 'endorse']",1
"['tonton', 'timas', 'menulis', 'menulis', 'tumblr', 'euforia', 'influencer', 'rang', 'kayak', 'uang', 'politikus', 'caper', 'dukun', 'berdoa', 'keangkuhan', 'kalah', 'merasakan', 'bangsa', 'mentalnya', 'mental', 'pemenang']",0
"['kawan', 'kawan', 'konten', 'pencipta', 'influencer', 'selebgram', 'influencer', 'menghasilkan', 'karya', 'menginspirasi', 'pendapatan', 'meluaskan', 'kebermanfaatan', 'influencer', 'ayo', 'daftar']",1
"['gamau', 'endorse', 'nadao']",0
"['gua', 'doang', 'anjir', 'suka', 'lihat', 'fadiljaidi', 'endorse', 'igstory', 'banget', 'suka', 'kocak', 'bener', 'pakmuh', 'diikut', 'sertakan', 'tanah', 'abang', 'pindah', 'yeuuuu', 'dirumah', 'bekasi']",1
"['endorse', 'vaksin', 'maaf', 'mengajak', 'berkelahi', 'badan']",1
"['berbayar', 'mempromosikan', 'dasar', 'kuning']",0
['endorse'],1
"['modal', 'viral', 'endorse']",1
"['endorse', 'mukena']",1
"['taylorswift', 'swift', 'endorse', 'suzuki']",1
"['apakh', 'endorse', 'fadiljaidi']",1
"['tipe', 'almarhum', 'grip', 'tikus', 'enak', 'banget']",1
"['bercitra', 'kayak', 'humanis']",0
"['apapun', 'pemain', 'disetujui', 'aktor', 'aktrisnya', 'udah', 'risikonya', 'dihadapi', 'namanya', 'kerja', 'mengasah', 'bakat', 'cari', 'uang', 'menaikkan', 'nama', 'biar', 'dilirik', 'merek', 'endorsement', 'dll', 'ide', 'sih']",1
"['apc', 'nasarawa', 'apc', 'endorse', 'umaru', 'makura']",1
"['apesih', 'orang', 'orang', 'influencer', 'ngelive', 'minuman', 'makanan', 'tempatnya', 'gamau', 'bilang', 'ga', 'endorse', 'sikap', 'endorse', 'saipul']",0
"['apis', 'pakboi', 'dimana', 'anjir', 'selebgram', 'heran', 'cantik', 'jajanan', 'serakah', 'uang', 'endorse', 'goreng', 'cantik', 'kemarin', 'malam', 'vcan', 'ibunda', 'awet', 'muda', 'anjir', 'ibunda']",1
"['kuat', 'makan', 'biskuat', 'pppp', 'biskuat', 'endorse']",1
"['area', 'gosip', 'berani', 'postingan', 'cerita', 'sisi', 'anak', 'terima kasih', 'udah', 'endorsement', 'bersinar']",0
"['sisa', 'ulasan', 'ya', 'bukti', 'hempas', 'jerawat']",0
"['artis', 'pelaku', 'utama', 'malas', 'lihat', 'selebgram', 'ulasan', 'produk', 'skincare', 'wajah', 'badan', 'minggu', 'pergi', 'klinik', 'kecantikan', 'perawatan', 'indonesia', 'heran', 'suntik', 'putih', 'heran', 'pas', 'ulasan', 'mengakuinya', 'pakai', 'produk', 'ulasan', 'ditantang', 'kebodohanku', 'neti']",1
"['artis', 'menghargai', 'pemberian', 'fans', 'nilainya', 'sebanding', 'nilai', 'endorse', 'artis', 'sadar', 'nilai', 'endorse', 'fans', 'dipakai', 'ya', 'bicara', 'banget', 'paham', 'kakak', 'paham', 'artis']",1
"['always', 'postingan', 'ulasan', 'produk', 'dikomen', 'ibunda', 'orang', 'komentar', 'beneran', 'sih', 'produknya', 'sebagus', 'mohon', 'maaf', 'bagus', 'berbicara', 'bagus']",1
"['asik', 'endorse']",1
"['asli', 'endorse', 'fadiljaidi', 'fadiljaidi', 'tonton', 'habis']",1
"['asli', 'tonton', 'igstory', 'kakak', 'fadiljaidi', 'mood', 'banget', 'lihat', 'endorse', 'baju', 'gaya', 'gaya', 'tanah', 'abang', 'beneran', 'tonton', 'habis', 'kemarin']",1
"['asli', 'suka', 'lihat', 'endorse', 'fadiljaidi', 'ketawa', 'seru', 'banget']",1
"['asli', 'lucu', 'banget', 'fadiljaidi', 'endorse', 'ketawa']",1
"['asli', 'menghibur', 'banget', 'fadiljaidi', 'ketawa', 'endorse', 'udah', 'aii', 'dikirim', 'teriak', 'baju', 'favorite', 'nih', 'endorse', 'templat', 'teriak', 'favorite', 'nih']",1
"['asli', 'sih', 'niat', 'banget', 'endorse', 'bener', 'bener', 'endorse', 'mencoba', 'doang', 'gantung', 'ngakak']",1
"['asli', 'suka', 'ngestalk', 'akun', 'fadiljadi', 'gegara', 'endorse', 'gayanya', 'penjual', 'tanah', 'abang', 'hiburan', 'banget']",1
"['asli', 'ketawa', 'fadiljaidi', 'fadiljaidi', 'celebrity', 'beneran', 'influencer', 'ketawa', 'endorse', 'menunggu', 'beli', 'ketawa']",1
"['asli', 'orang', 'endorse', 'seramah', 'seng', 'story', 'negatif', 'elu', 'tweet', 'sebentar', 'ya', 'sehat', 'kulit', 'banget']",1
"['asli', 'orang', 'endorse', 'seramah', 'seng', 'story', 'instagram']",1
"['asma', 'parah', 'endorse', 'cuaca', 'dingin', 'bandung']",0
"['astagfirullah', 'habis', 'foto', 'endorse', 'shampo', 'foto', 'berpakaian', 'kerudung', 'asing']",1
"['astagfirullah', 'berbayar', 'mempromosikan']",1
"['asupan', 'viral', 'terkinipaid', 'mempromosikan', 'kontak']",1
"['ata', 'influencer', 'juu', 'jina', 'yake', 'soshio']",1
"['endorse', 'calon', 'jokowi']",1
"['atlit', 'igstory', 'bali', 'nyanyi', 'lagu', 'indonesia', 'igstory', 'makanan', 'main', 'bayi', 'berenang', 'antonsen', 'minum', 'kelapa', 'tokopedia', 'banyol', 'banget', 'ginting', 'video', 'endorse', 'bersinar']",1
"['atlit', 'udah', 'story', 'atlit', 'indonesia', 'story', 'sekalinya', 'memperbarui', 'endorse']",0
"['awas', 'pencurian', 'akun', 'youtube', 'modus', 'endorsement', 'youtuber', 'pemula', 'video', 'investigasi', 'penipuan', 'endorsement']",0
"['pakai', 'googleads', 'endorse', 'influencer', 'perjanjian', 'terkibul']",1
"['axis', 'niat', 'endorse']",1
"['ayo', 'endorse', 'baju', 'pasang']",1
"['ayo', 'merek', 'kecantikan', 'endorse', 'nuwi', 'suay']",1
"['ayo', 'merek', 'kopi', 'endorse', 'abang', 'viktor']",1
"['ayo', 'kakak', 'langsung', 'pasang', 'bio', 'endorsement', 'langsung']",1
"['ayo', 'perusahaan', 'kopi', 'tolong', 'endorse']",1
"['ayo', 'seungkwan', 'susul', 'fadiljaidi', 'endorse', 'baju']",1
"['ayo', 'susu', 'kotak', 'endorse']",0
"['ayo', 'tembus', 'harga', 'ubah', 'bio', 'endorse']",1
"['ayo', 'toko', 'baju', 'endorse', 'fadiljaidi', 'butuh', 'hiburan', 'abang', 'tanah', 'abang']",1
"['ayo', 'endorse', 'ian']",1
"['ayo', 'taishi', 'endorse', 'zamst', 'langsung', 'yuk', 'yuk']",1
"['ayo', 'makan', 'kue', 'potong', 'potong', 'bahagia', 'buka', 'endorse', 'ketawa', 'bercanda', 'makan', 'keikk', 'kawan', 'pasang', 'lilin', 'ciuman', 'berantakan']",1
"['azzura', 'syal', 'aubrey', 'grosir', 'ukuran']",1
"['endorse', 'versi', 'perempuan', 'model', 'mat', 'ya', 'nevada', 'beli', 'diskon']",1
"['baca', 'berita', 'hati', 'adem']",1
"['baca', 'tweet', 'orang', 'harga', 'harga', 'endorse', 'kakak', 'vanessaangel', 'vanessaangel', 'merinding', 'orang', 'semoga', 'amal', 'ibadahnya', 'diterima', 'sisi', 'tuhan', 'dosa', 'dosanya', 'diampuni']",1
"['baca', 'tweet', 'orang', 'sebutkan', 'vanessaangel', 'banget', 'olshop', 'endorse', 'menghela', 'terharu', 'banget', 'bacanya']",1
"['lolos', 'pemberantasan', 'buta', 'huruf', 'bunyi', 'pasalnya', 'endorse', 'zina', 'interpretasi', 'beda', 'tipis', 'ngelamun', 'jorok']",0
"['bagus', 'khairulaming', 'beli', 'produk', 'orang', 'jujur', 'ulasan', 'dampak', 'panggilan', 'pemilik', 'bisnis', 'menangani', 'abang', 'memesan', 'pelanggan', 'mengusir', 'orang', 'salut', 'heran']",1
"['bahagia', 'tonton', 'video', 'endorse', 'fadiljaidi', 'fadiljaidi', 'ketawa', 'ngakak', 'banget']",1
"['presiden', 'kelemahan', 'berkomunikasi', 'bahas', 'asing', 'fakta', 'ikutan', 'endorse', 'beli', 'menguasai', 'berbincang', 'penerjemah', 'tidak bermanfaat', 'hasil', 'nyata']",1
"['beli', 'guys', 'akun', 'menerima', 'endorsement', 'berbagi', 'layak', 'dibagikan', 'desainnya', 'keren', 'bahan', 'oke', 'polanya', 'cocok']",1
"['endorse', 'artis', 'lab', 'pusing', 'diburu', 'sampel', 'vip']",0
"['mood', 'lihat', 'story', 'fadiljaidi', 'ketawa', 'lucu', 'banget', 'orang', 'mengerti', 'bisaan', 'endorse', 'menunggu', 'endorse', 'kocak']",1
"['abang', 'fadiljaidi', 'influencer', 'melewati', 'main', 'endorse', 'barang']",1
"['abang', 'fadiljaidi', 'endorse', 'bener', 'pasar', 'allah', 'nangis']",1
"['abang', 'fadiljaidi', 'niat', 'banget', 'sih', 'konten', 'merek', 'endorse', 'merasakan', 'senang', 'influencer']",1
"['bangga', 'membangun', 'mengumumkan', 'sosmed', 'pribadi', 'produkmu', 'dipakai', 'artis', 'nasional', 'endorse']",1
"['bangsat', 'isi', 'mempromosikan', 'kayak', 'artis', 'endorse']",0
"['bangtan', 'habis', 'terinspirasi', 'endorse', 'fadiljaidi', 'fadiljaidi', 'tanah', 'abang', 'jualannya']",1
"['bangtan', 'promosi', 'makanan', 'suka', 'indonesia', 'selebgram', 'peduli', 'buruh', 'endorse', 'aman', 'kesal', 'sekelas', 'bangtan']",1
"['bangun', 'tidur', 'cuci', 'muka', 'unggah', 'berbayar', 'mempromosikan']",1
"['banget', 'spot', 'keren', 'kawan', 'coba', 'menongkrong', 'disana', 'spot', 'foto', 'disana', 'estetis', 'banget', 'asli', 'nih', 'kawan', 'lihat', 'unggah', 'gua', 'barusan', 'jaket', 'endorse', 'cek', 'toko', 'shopee', 'diskon', 'udah', 'kawan', 'kisah', 'gua', 'abang', 'tara', 'anak', 'senja', 'pergi', 'selamat tinggal']",1
"['banget', 'kawan', 'kawan', 'ulasan', 'kulitnya', 'berjerawat', 'coba', 'skincare', 'ulasan', 'dihina', 'ulasan', 'boong']",0
"['endorse', 'uang']",1
"['asli', 'produk', 'nama', 'negara', 'asia', 'tenggara', 'promosi', 'barang', 'menolak', 'giliran', 'produk', 'udah', 'inter', 'mempromosikan', 'endorse', 'artis', 'asia', 'timur', 'langsung', 'inter']",1
"['hotman', 'endorse', 'menyalurkan', 'motivasi']",1
"['barakallah', 'instagram', 'tawaran', 'kerja', 'ulasan', 'produk', 'endorse', 'allah', 'alhamdulillah', 'kabar', 'diterima', 'mencapai', 'kesepakatan']",1
"['barang', 'endorse']",1
"['beritanya', 'publik', 'oktober', 'investasi', 'doi', 'grup', 'usaha', 'november', 'endorsement', 'bank', 'keren', 'keren', 'sih', 'artis', 'idola']",0
"['penasaran', 'influencer', 'endorse', 'asli', 'berpakaian', 'menemukan', 'influencer', 'story', 'mempromosikan', 'endorse', 'story', 'berpakaian', 'pribadi', 'ditutup', 'stiker']",0
"['dengar', 'kawan', 'cerita', 'main', 'selebgram', 'harga', 'mencengangkan', 'jajan', 'kaget', 'banget']",1
"['fadiljaidi', 'fadiljaidi', 'selebgram', 'melewati', 'konten', 'igstory', 'udah', 'endorse', 'ayahanda']",1
"['dibicarakan', 'salah', 'keputusan', 'jarang', 'banget', 'buka', 'sih', 'janne', 'ditutup', 'biar', 'menghindari', 'berbayar', 'mempromosikan', 'sih', 'berhubung', 'udah', 'tua', 'ikutan', 'acara', 'yaudah', 'aktif', 'kenangan']",1
"['tonton', 'endorse', 'gua', 'melewati', 'ngakak', 'banget', 'menyapa']",0
"['lihat', 'artis', 'meninggal', 'menyesal', 'banget', 'vanessaangel', 'vanessaangel', 'endorse', 'susu', 'ditempatkan', 'kerja', 'anggaran', 'alias', 'gratis', 'banget', 'semoga', 'surga', 'sisi', 'tuhan', 'amin']",1
"['tonton', 'video', 'endorse', 'selesai', 'melewati', 'fadiljaidi', 'jawara', 'konsep', 'endorse']",1
"['nyesel', 'beli', 'hp', 'hapenya', 'gacha', 'memanggil', 'gegara', 'lihat', 'komentar', 'orang', 'youtuber', 'endorse']",0
"['selesai', 'mengurusi', 'endorse', 'jam', 'segini', 'semoga', 'revisi']",1
"['lihat', 'postingan', 'doyoung', 'lucu', 'banget', 'komentar', 'kayak', 'foto', 'coklat', 'postannya', 'iklan', 'endorse', 'dikasih', 'lsm', 'bilang', 'terima kasih', 'kayaknya', 'bilang', 'sandal', 'crocs', 'mengikuti', 'woody', 'copot']",1
"['tonton', 'fadiljaidi', 'endorse']",0
"['menyadari', 'foto', 'endorse', 'yuzu', 'sasa', 'hilang', 'kevin']",1
"['survei', 'akun', 'komentar', 'dipin', 'pakmuh', 'mayoritas', 'langsung', 'endorse', 'jam', 'anjir', 'gila', 'influencer']",1
"['tersadar', 'isi', 'galery', 'foto', 'sampel', 'endorse', 'heran', 'pakaian', 'bakat', 'bts', 'syuting', 'acara', 'syuting', 'bergiga', 'giga']",1
"['barusan', 'jail', 'cek', 'penonton', 'story', 'heran', 'olshop', 'endorse']",0
"['bau', 'baunya', 'dibolehkan', 'menerima', 'endorse', 'fadiljaidi', 'fadiljaidi', 'seungkwan', 'hadeh', 'kawan', 'kawan', 'cakepnya', 'dijadikan', 'manekin']",0
"['bawa', 'endorse']",1
"['membayangkan', 'leyo', 'endorse', 'scarlet']",1
"['membayangkan', 'shin', 'keseringan', 'ditinggal', 'kerja', 'ketawa']",1
"['membayangkan', 'westin', 'bali', 'endorse', 'gratis', 'atlit', 'bulutangkis', 'dunia', 'minggu']",1
"['bayar', 'penjual', 'modalnya', 'cepat', 'fadiljaidi', 'endorse', 'anggap', 'udah', 'endorse', 'barang', 'semoga', 'pahala', 'rezeki', 'lancar', 'bantu', 'orang', 'orang', 'tertawa']",1
"['iyakan', 'tega', 'tas', 'endorsement', 'nyata']",0
"['bbw', 'gapernah', 'endorse', 'orang', 'barter', 'gapapa', 'asli']",0
"['cantik', 'influencer', 'menantang', 'dandan', 'jam', 'tidur', 'menyemarakan', 'hut', 'hasil']",1
"['sayang', 'postingan', 'endorsement', 'batas waktu', 'malam', 'ngespam', 'gapapa', 'heran']",1
"['sayang', 'lupa', 'ambil', 'endorse', 'biar', 'fans', 'kekeringan', 'dikasih', 'selingan', 'drama', 'tayang']",1
"['ikoy', 'ikoy', 'uang', 'tunai', 'influencer', 'beruntung', 'hikss', 'permintaannya', 'anggaran', 'kelulusan', 'yudisium', 'wisuda', 'bayaran', 'tega', 'mengaduh', 'orang', 'rumah']",1
"['produk', 'kawan', 'kawan', 'mampir', 'beranda', 'semoga', 'laris', 'endorse', 'berbayar']",1
"['beli', 'wangi', 'enak', 'banget', 'aneh', 'betah', 'dikamar', 'mandi', 'bayfresh', 'endorse', 'gua']",1
"['beli', 'jerinxsid', 'udah', 'endorse', 'nih']",1
"['beli', 'minyak', 'telon', 'doodle', 'influencer', 'tidak suka', 'wangi', 'bayi']",1
"['mandi', 'cuci', 'muka', 'langsung', 'berpakaian', 'lip', 'veil', 'alat', 'shades', 'petal', 'diombre', 'berpakaian', 'apasih', 'ketawa', 'kaget', 'cantik', 'banget', 'muka', 'pucet', 'beneran', 'warna', 'bagus', 'banget', 'endorse', 'paidpartnership']",1
"['rezeki', 'bahagia', 'endorse', 'artis', 'kawan', 'kawan', 'artis', 'ketawa']",1
"['tidur', 'lihat', 'endorse', 'abang', 'fadiljaidi']",1
"['benda', 'legit', 'endorse', 'ayo']",1
"['bener', 'bener', 'endorse', 'gapernah', 'gua', 'lewati', 'bener', 'bener', 'lucu', 'banget']",1
"['bener', 'fadiljaidi', 'doang', 'story', 'endorse', 'habis', 'betah', 'nonton', 'melewati', 'ketawa']",1
"['bener', 'buka', 'story', 'cari', 'saring', 'lihat', 'endorse']",1
"['bener', 'story', 'endorse', 'melewati', 'story', 'fadiljaidi', 'fadiljaidi', 'doang', 'mood', 'banget']",1
"['beneran', 'hadeh', 'endorse', 'gendong', 'bayi']",0
"['beneran', 'endorse', 'hadeh', 'baju', 'kemarin', 'berguna', 'liburan']",1
"['beneran', 'follow', 'gratis', 'fadiljaidi', 'gegara', 'gaya', 'endorse', 'lewati', 'fyp', 'mulu', 'tertawa']",1
"['banget', 'pelit', 'kayaknya', 'berslide', 'slide', 'story', 'endorse']",1
"['sebentar', 'berita', 'mahasiswa', 'nilai', 'berbayar', 'mempromosikan', 'second', 'iganjai']",1
"['sebentar', 'cerah', 'endorse', 'salonpas', 'kayaknya', 'lazada', 'pertunjukan']",0
"['sebentar', 'endorse']",0
"['sebentar', 'fadiljaidi', 'kebanjiran', 'endorse']",1
"['beomgyu', 'cewek cantik', 'influencer', 'artis', 'terciduk', 'perbedaan']",1
